set,repo,method,path,operationId,gt_class,pred_v1,rule_v1,evidence_v1,pred_V3a,pred_V3b,pred_V3c,pred_V4,pred_V5,pred_V6a,pred_V6b,pred_V7,pred_V8
holdout2,box,GET,/metadata_templates/global,get_metadata_templates_global,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/metadata_templates/{namespace}/{template_key}/fields/{field_key}/options,get_metadata_templates_id_id_fields_id_options,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,PUT,/metadata_templates/{scope}/{template_key}/schema,put_metadata_templates_id_id_schema,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,box,POST,/oauth2/token,post_oauth2_token,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,box,GET,/retention_policies,get_retention_policies,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/retention_policies/{retention_policy_id},get_retention_policies_id,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,POST,/retention_policy_assignments,post_retention_policy_assignments,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,box,GET,/retention_policy_assignments/{retention_policy_assignment_id}/file_versions_under_retention,get_retention_policy_assignments_id_file_versions_under_retention,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/shared_items,get_shared_items,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/shared_items#web_links,get_shared_items#web_links,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/shield_information_barrier_reports/{shield_information_barrier_report_id},get_shield_information_barrier_reports_id,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,DELETE,/shield_information_barrier_segment_members/{shield_information_barrier_segment_member_id},delete_shield_information_barrier_segment_members_id,x,x,party-noun,summary:member,x,x,x,x,x,x,x,x,x
holdout2,box,POST,/shield_information_barrier_segment_restrictions,post_shield_information_barrier_segment_restrictions,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,box,GET,/shield_information_barrier_segments,get_shield_information_barrier_segments,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/shield_information_barrier_segments/{shield_information_barrier_segment_id},get_shield_information_barrier_segments_id,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,POST,/shield_information_barriers,post_shield_information_barriers,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,box,GET,/sign_requests,get_sign_requests,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,POST,/sign_requests/{sign_request_id}/cancel,post_sign_requests_id_cancel,x,x,live-verb,opid:cancel,x,x,x,x,x,x,x,x,x
holdout2,box,GET,/sign_templates/{template_id},get_sign_templates_id,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/storage_policies/{storage_policy_id},get_storage_policies_id,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,DELETE,/storage_policy_assignments/{storage_policy_assignment_id},delete_storage_policy_assignments_id,w,x,party-noun,opid:assignment,x,x,x,x,x,w,x,x,x
holdout2,box,POST,/task_assignments,post_task_assignments,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,box,PUT,/task_assignments/{task_assignment_id},put_task_assignments_id,w,x,party-noun,summary:assignment,x,x,x,x,x,x,x,x,x
holdout2,box,GET,/tasks/{task_id},get_tasks_id,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/terms_of_service_user_statuses,get_terms_of_service_user_statuses,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/terms_of_services,get_terms_of_services,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,PUT,/terms_of_services/{terms_of_service_id},put_terms_of_services_id,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,box,GET,/users/me,get_users_me,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/users/{user_id},get_users_id,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/users/{user_id}/avatar,get_users_id_avatar,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,POST,/users/{user_id}/email_aliases,post_users_id_email_aliases,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,box,GET,/users/{user_id}/memberships,get_users_id_memberships,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/web_links/{web_link_id},get_web_links_id,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,PUT,/web_links/{web_link_id}#add_shared_link,put_web_links_id#add_shared_link,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,box,PUT,/web_links/{web_link_id}#update_shared_link,put_web_links_id#update_shared_link,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,box,GET,/webhooks,get_webhooks,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,GET,/webhooks/{webhook_id},get_webhooks_id,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,box,POST,/workflows/{workflow_id}/start,post_workflows_id_start,x,x,live-verb,opid:start,x,x,x,x,x,x,x,x,x
holdout2,box,GET,/zip_downloads/{zip_download_id}/status,get_zip_downloads_id_status,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/abilities,listAbilities,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/addons/{id},getAddon,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/alert_grouping_settings/{id},getAlertGroupingSetting,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/analytics/metrics/incidents/services,getAnalyticsMetricsIncidentsService,r,x,floor,,r,x,r,x,x,x,x,x,x
holdout2,pagerduty,POST,/analytics/metrics/responders/all,getAnalyticsMetricsRespondersAll,r,x,floor,,r,x,r,x,x,x,x,x,x
holdout2,pagerduty,GET,/analytics/raw/incidents/{id}/responses,getAnalyticsIncidentResponsesById,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/automation_actions/actions,createAutomationAction,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,GET,/automation_actions/actions/{id}/services,getAutomationActionsActionServiceAssociations,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/automation_actions/actions/{id}/teams,createAutomationActionTeamAssociation,w,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,GET,/automation_actions/runners,getAutomationActionsRunners,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/automation_actions/runners/{id}/teams,getAutomationActionsRunnerTeamAssociations,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/business_services,createBusinessService,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,PUT,/business_services/priority_thresholds,putBusinessServicePriorityThresholds,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,POST,/business_services/{id}/account_subscription,createBusinessServiceAccountSubscription,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,GET,/change_events,listChangeEvents,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/enrichment/event_enrichments,createEventEnrichment,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,PUT,/enrichment/event_enrichments/{id},updateEventEnrichment,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,PUT,/enrichment/event_enrichments/{id}/rules,updateEventEnrichmentRules,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/enrichment/integrations/servicenow/credentials/{credentials_id},getServiceNowCredentials,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,DELETE,/enrichment/integrations/servicenow/{integration_id}/tables/{table_id},deleteServiceNowTable,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/enrichment/schemas,listEnrichmentSchemas,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/enrichment/schemas/{schema_id}/records,listEnrichmentRecords,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,DELETE,/escalation_policies/{id},deleteEscalationPolicy,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,POST,/event_orchestrations,postOrchestration,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,pagerduty,GET,/event_orchestrations/services/{service_id}/cache_variables,listCacheVarOnServiceOrch,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,DELETE,/event_orchestrations/services/{service_id}/cache_variables/{cache_variable_id}/data,deleteExternalDataCacheVarDataOnServiceOrch,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,PUT,/event_orchestrations/{id},updateOrchestration,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,PUT,/event_orchestrations/{id}/cache_variables/{cache_variable_id},updateCacheVarOnGlobalOrch,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,PUT,/event_orchestrations/{id}/enablements/{feature_name},updateEventOrchestrationFeatureEnablements,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,POST,/event_orchestrations/{id}/integrations/migration,migrateOrchestrationIntegration,w,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,pagerduty,PUT,/event_orchestrations/{id}/router,updateOrchPathRouter,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/extensions,listExtensions,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/extensions/{id}/enable,enableExtension,w,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,GET,/incident_workflows/triggers,listIncidentWorkflowTriggers,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/incident_workflows/triggers/{id}/services,associateServiceToIncidentWorkflowTrigger,w,x,live-verb,opid:trigger,x,x,x,x,x,x,x,x,x
holdout2,pagerduty,POST,/incident_workflows/{id}/instances,createIncidentWorkflowInstance,x,x,live-verb,summary:start,x,x,x,x,x,x,x,x,x
holdout2,pagerduty,POST,/incidents/custom_fields,createCustomFieldsField,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,POST,/incidents/custom_fields/{field_id}/field_options,createCustomFieldsFieldOption,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,GET,/incidents/types/{type_id_or_name},getIncidentType,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/incidents/types/{type_id_or_name}/custom_fields/{field_id},getIncidentTypeCustomField,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/incidents/types/{type_id_or_name}/custom_fields/{field_id}/field_options/{field_option_id},getIncidentTypeCustomFieldFieldOptions,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,PUT,/incidents/{id}/alerts,updateIncidentAlerts,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/incidents/{id}/custom_fields/values,getIncidentFieldValues,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/incidents/{id}/notes,createIncidentNote,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,GET,/incidents/{id}/related_change_events,listIncidentRelatedChangeEvents,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/incidents/{id}/status_updates,createIncidentStatusUpdate,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,POST,/ip_allow_lists,createIpAllowList,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,GET,/license_allocations,listLicenseAllocations,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/maintenance_windows,listMaintenanceWindows,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/notifications,listNotifications,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/paused_incident_reports/counts,getPausedIncidentReportCounts,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/recommendations/event_orchestrations/services/{service_id}/rules/{recommendation_id}/dismiss,dismissRecommendedRule,w,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,PUT,/rulesets/{id},updateRuleset,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,PUT,/rulesets/{id}/rules/{rule_id},updateRulesetEventRule,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/schedules/{id},getSchedule,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,DELETE,/schedules/{id}/overrides/{override_id},deleteScheduleOverride,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/service_dependencies/technical_services/{id},getTechnicalServiceServiceDependencies,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,DELETE,/services/custom_fields/{field_id},deleteServiceCustomField,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,DELETE,/services/custom_fields/{field_id}/field_options/{field_option_id},deleteServiceCustomFieldOption,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,PUT,/services/{id},updateService,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/services/{id}/enablements,listServiceFeatureEnablements,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/services/{id}/rules,listServiceEventRules,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,PUT,/services/{id}/rules/{rule_id},updateServiceEventRule,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,DELETE,/sre_agent/memories/{id},deleteSreMemory,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,PUT,/standards/{id},updateStandard,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/status_dashboards/{id}/service_impacts,getStatusDashboardServiceImpactsById,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,POST,/status_pages/{id}/posts,createStatusPagePost,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,POST,/status_pages/{id}/posts/{post_id}/post_updates,createStatusPagePostUpdate,x,x,floor,,x,x,x,x,x,x,x,x,w
holdout2,pagerduty,GET,/status_pages/{id}/posts/{post_id}/postmortem,getPostmortem,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/status_pages/{id}/severities/{severity_id},getStatusPageSeverity,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,DELETE,/status_pages/{id}/subscriptions/{subscription_id},deleteStatusPageSubscription,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/tags/{id},getTag,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/teams/{id},getTeam,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/teams/{id}/members,listTeamUsers,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,PUT,/teams/{id}/users/{user_id},updateTeamUser,w,x,party-noun,summary:user,x,x,x,x,x,x,x,x,x
holdout2,pagerduty,GET,/templates/{id},getTemplate,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/users/me,getCurrentUser,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/users/{id}/contact_methods,getUserContactMethods,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/users/{id}/license,getUserLicense,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,PUT,/users/{id}/notification_rules/{notification_rule_id},updateUserNotificationRule,w,w,floor,,w,w,w,w,x,w,w,w,w
holdout2,pagerduty,GET,/users/{id}/oauth_delegations/{delegation_id},getUserDelegation,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,PUT,/users/{id}/oncall_handoff_notification_rules/{oncall_handoff_notification_rule_id},updateUserHandoffNotification,w,w,floor,,w,w,w,w,x,w,w,w,w
holdout2,pagerduty,GET,/users/{id}/sessions/{type}/{session_id},getUserSession,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,PUT,/users/{id}/status_update_notification_rules/{status_update_notification_rule_id},updateUserStatusUpdateNotificationRule,w,w,floor,,w,w,w,w,x,w,w,w,w
holdout2,pagerduty,PUT,/v3/schedules/{id},updateScheduleV3,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/v3/schedules/{id}/custom_shifts/{custom_shift_id},getCustomShift,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/v3/schedules/{id}/overrides/{override_id},getOverride,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,GET,/v3/schedules/{id}/rotations/{rotation_id},getRotation,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,PUT,/v3/schedules/{id}/rotations/{rotation_id}/events/{event_id},updateEvent,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/webhook_subscriptions/oauth_clients,listOauthClients,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,DELETE,/webhook_subscriptions/{id},deleteWebhookSubscription,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,pagerduty,GET,/workflows/integrations,listWorkflowIntegrations,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,pagerduty,DELETE,/workflows/integrations/{integration_id}/connections/{id},deleteWorkflowIntegrationConnection,w,w,floor,,w,w,w,w,w,w,w,w,w
holdout2,adyen,POST,/applePay/sessions,post-applePay-sessions,x,x,live-verb,opid:pay,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/cancels,post-cancels,x,x,live-verb,summary:cancel,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/cardDetails,post-cardDetails,r,x,floor,,x,x,r,x,x,x,x,x,x
holdout2,adyen,POST,/donationCampaigns,post-donationCampaigns,r,x,floor,,x,x,r,x,x,x,x,x,x
holdout2,adyen,POST,/donations,post-donations,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/forward,post-forward,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/orders,post-orders,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/orders/cancel,post-orders-cancel,x,x,live-verb,opid:cancel,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/originKeys,post-originKeys,r,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/paymentLinks,post-paymentLinks,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,GET,/paymentLinks/{linkId},get-paymentLinks-linkId,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,adyen,PATCH,/paymentLinks/{linkId},patch-paymentLinks-linkId,w,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/paymentMethods,post-paymentMethods,r,x,floor,,x,x,r,x,x,x,x,x,x
holdout2,adyen,POST,/paymentMethods/balance,post-paymentMethods-balance,r,x,floor,,x,x,r,x,x,x,x,x,x
holdout2,adyen,POST,/payments,post-payments,x,x,live-verb,summary:start,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/payments/details,post-payments-details,x,x,live-verb,summary:submit,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/payments/{paymentPspReference}/amountUpdates,post-payments-paymentPspReference-amountUpdates,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/payments/{paymentPspReference}/cancels,post-payments-paymentPspReference-cancels,x,x,live-verb,summary:cancel,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/payments/{paymentPspReference}/captures,post-payments-paymentPspReference-captures,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/payments/{paymentPspReference}/refunds,post-payments-paymentPspReference-refunds,x,x,live-verb,summary:refund,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/payments/{paymentPspReference}/reversals,post-payments-paymentPspReference-reversals,x,x,live-verb,summary:refund,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/paypal/updateOrder,post-paypal-updateOrder,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,POST,/sessions,post-sessions,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,GET,/sessions/{sessionId},get-sessions-sessionId,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,adyen,GET,/storedPaymentMethods,get-storedPaymentMethods,r,r,floor,,r,r,r,r,r,r,r,r,r
holdout2,adyen,POST,/storedPaymentMethods,post-storedPaymentMethods,x,x,floor,,x,x,x,x,x,x,x,x,x
holdout2,adyen,DELETE,/storedPaymentMethods/{storedPaymentMethodId},delete-storedPaymentMethods-storedPaymentMethodId,w,x,party-noun,summary:token,x,x,x,x,x,x,w,x,x
holdout2,adyen,POST,/validateShopperId,post-validateShopperId,r,x,floor,,x,x,x,x,x,x,x,x,x
